"island_tract","high_flow","earthquake","levee_cond","subsidence","levee_invent","prob_flood","loss_life","prop_damage","water_supply","land_use","ghg_seq","impact_econ","degrade_habit","enhance_habit","current_restore","water_storage","habit_acre","water_quality","water_recharge","carbon_stock","climate_invest","impact_ecol","water_loss","income","education","race","food_access","tribal_bound","age","drink_contam","pest_exposure","traffic_impacts","waste_sites","impaired_water","card_disease","housing_burden","agric_reliance","social_vul","risk","risk_scaled_percent"
"island_1",0.840358762070537,0.973368887091056,0.719683483941481,0.0620662737172097,2,0.0730750964242113,2.97489280626178,32.3208897490986,4.15428887680173,437.128204852343,288.072519446723,50299304.777117,0.165401782491244,0.444727752008475,47,196.507971617393,322.846821742132,0.888439851813018,0.465198714053258,253.542579826899,4,91936167.5443727,0.0879995438735932,13110,4,3,7,1,56,0.354047851637006,0.389977436629124,1,3,0.174331856891513,0.268891595886089,5,1,1.00065453524711,338144200550257,21.5419875411265
"island_2",0.401800167281181,0.975456935586408,0.0148109912406653,0.243598103499971,13,0.0183831357564153,1.72930485568941,37.7557024476118,1.96332124806941,468.016554834321,171.325155626982,10278454.856934,0.126820743083954,0.423376862658188,22,220.111052738503,942.136564757675,0.566827111877501,0.887334001949057,7.07932852674276,2,1744438.2705052,0.350184415583499,39770,4,5,4,1,9,0.06538593955338,0.429156367201358,9,5,0.485489382874221,0.103172647883184,7,5,1.02775093821827,338759056820.79,0.0215811435029361
"island_3",0.236677190056071,0.851607252145186,0.139007142977789,0.146260221395642,8,0.0327830296480937,0.00607674941420555,13.8776062172838,2.7389513514936,84.5405863365158,280.271834274754,5472.86729711992,0.23000644647982,0.37830785906408,36,443.308093002997,449.290822958574,0.98167071910575,0.111177809536457,283.659596228972,2,38630693.6896438,0.218407995533198,63622,4,5,1,1,23,0.411244766437449,0.463262852164917,8,1,0.0911917301127687,0.122737040510401,3,2,1.0008137968675,6936650204.2552,0.000441895388236653
"island_4",0.561507649021223,0.0970624692272395,0.351465555140749,0.174502947879955,19,0.0635105904025466,3.05807705782354,5.57177342707291,4.50536733865738,227.162863477133,130.192341422662,2270360.64915119,0.45310811244417,0.34278993785847,27,351.911342120729,272.176127880812,0.382882567821071,0.169764835620299,261.168245575391,5,34094213.009136,0.0995525791076943,20336,1,6,6,1,39,0.106359841069207,0.0286541061941534,3,4,0.481506664538756,0.452637173468247,9,8,1.00203539320703,4926117114423.92,0.31382572445043
"island_5",0.406380775151774,0.849445703439415,0.341379515593871,0.0171070769196376,3,0.0060478818603238,3.89739795494825,18.6841419897974,5.47821607254446,249.107033130713,282.426183996722,28065838.1979956,0.434046707930975,0.482872273190878,35,153.761325287633,748.080064542592,0.564731640741229,0.284871361684054,168.46259846352,10,228679051.621428,0.279825260280631,88811,1,3,3,1,26,0.389351643621922,0.359786939923652,5,2,0.0545551764080301,0.26111527334433,2,6,1.00173693677932,38883145128216.4,2.47710953563351
"island_6",0.617408910067752,0.0131932294461876,0.607482402818277,0.132560300314799,10,0.00655950684278789,3.57661241386086,21.8574646511115,4.50651907734573,363.248868612573,231.093769334257,29573681.0569232,0.26129579753615,0.215941622154787,50,61.6894939448684,914.754861267284,0.574746951228008,0.254367262357846,482.502883067355,5,56151651.1960857,0.495673109544441,27684,2,6,8,2,37,0.360098034492694,0.0544751159613952,9,10,0.439231169526465,0.114330285578035,5,7,1.3782164185609,15012621154344.6,0.95640171467344
"island_7",0.634089656639844,0.538485976634547,0.0483716956805438,0.243521521892399,18,0.0723979440041262,0.882408146746457,49.2054842179641,0.143667321652174,299.984562327154,8.34171564783901,15609.7267858267,0.484187515336089,0.386882141465321,12,307.543222326785,817.582524847239,0.271975712617859,0.702685431810096,31.0692205093801,2,6712166.22381852,0.174345921492204,57005,2,5,8,1,16,0.194593920721672,0.335096449591219,8,2,0.433056113077328,0.00457096216268837,10,10,1.00328080229092,7610386966.87414,0.000484816807360272
"island_8",0.080720585770905,0.607683061854914,0.0558986985124648,0.201426994381472,5,0.00276153663601697,2.12484162207693,20.537128043361,5.54662044346333,72.9853998636827,209.555493411608,3701943.32489812,0.0727535568876192,0.498549338895828,6,210.493304301053,565.704378765076,0.540818712906912,0.609449678100646,434.687239816412,6,22277125.7360701,0.455857962951995,80213,1,6,4,1,52,0.440922713372856,0.190871204365976,1,4,0.0902885516406968,0.245914898230694,7,5,1.01492273404337,231138724093.409,0.0147250274892285
"island_9",0.126637376146391,0.372940615285188,0.281014139065519,0.204556317790411,20,0.0542966020048706,1.88941141124815,30.5298521649092,6.47123433835804,223.800415522419,116.560325003229,9737556.72106426,0.126462904503569,0.474093029042706,28,369.431718136184,582.086546812207,0.778983524302021,0.364535214845091,126.965980511159,6,78093138.4484789,0.164857255644165,55781,2,4,8,1,32,0.102789983269759,0.404107723152265,1,2,0.239725930034183,0.256762366974726,1,9,1.00107950962609,41333682661977.1,2.63322473432898
"island_10",0.330935588572174,0.496417202055454,0.904409226495773,0.270417658402584,2,0.0803563725442022,2.70549920760095,15.5413485248573,1.92213927768171,393.772923620418,94.5284728892148,3008357.58099157,0.260111514129676,0.0855476291617379,45,91.7476121103391,241.246734978631,0.790563324932009,0.846206789370626,76.03573508095,10,11273718.8688949,0.355513189802878,65663,4,1,6,2,58,0.0728876107605174,0.323827594867907,6,5,0.231229063356295,0.259586940286681,10,4,1.13814673306249,3101810320778.11,0.197605501887892
